Name,cat,manufacturer,model,insulation type,jacket type,od,kgm,jackThickness,guage,#conduits,grade,part#,Item#
American Insulated WireTYPE TC Control/Instrument,1,American Insulated Wire,TYPE TC Control/Instrument,1,1,13.208,0.315490768,1.143,10,4,Industrial Grade,40940,486
American Insulated WireXL-40™ Control,1,American Insulated Wire,XL-40™ Control,1,1,14.732,0.366088344,1.524,10,4,Industrial Grade,19896,1169
American Insulated WireXLPE-CPE TYPE TC Power/Control,1,American Insulated Wire,XLPE-CPE TYPE TC Power/Control,1,1,13.97,0.309538112,1.524,10,4,Industrial Grade,40822,1182
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,14.605,0.382458148,1.143,10,4,Industrial Grade,208040,396
DrakaControl Cable Multiconductor XLPE ins,1,Draka,Control Cable Multiconductor XLPE ins,1,1,14.732,0.367576508,1.524,10,4,Industrial Grade,810-04,761
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,14.605,0.382458148,1.524,10,4,Industrial Grade,228040,977
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,16.256,0.430079396,1.524,10,4,Industrial Grade,258040,982
DrakaPower & Control Type TC XHHW-2,1,Draka,Power & Control Type TC XHHW-2,1,1,14.605,0.382458148,1.524,10,4,Industrial Grade,108043,1093
DrakaPower & Control Type TC XHHW-2,1,Draka,Power & Control Type TC XHHW-2,1,1,16.256,0.430079396,1.524,10,4,Industrial Grade,158043,1094
DrakaALL-TEMP INDUSTRITE Type SOW Control,1,Draka,ALL-TEMP INDUSTRITE Type SOW Control,1,1,19.05,0.517881072,2.413,10,4,Industrial Grade,A13386,1505
General CableUltrol 275,1,General Cable,Ultrol 275,1,1,13.081,0.373529164,1.143,10,4,Class 1E Nuclear,378670,510
General CableCHTC ,1,General Cable,CHTC ,1,1,14.224,0.35715936,1.524,10,4,Industrial Grade,224110,749
General CableCVTC ,1,General Cable,CVTC ,1,1,13.081,0.351206704,1.524,10,4,Industrial Grade,770370,768
General CableEHTC ,1,General Cable,EHTC ,1,1,14.224,0.361623852,1.524,10,4,Industrial Grade,264990,781
General CableFREP,1,General Cable,FREP,1,1,14.351,0.352694868,1.524,10,4,Industrial Grade,311910,896
General CableFREP,1,General Cable,FREP,1,1,14.224,0.348230376,1.524,10,4,Industrial Grade,279900,897
OkoniteC-L-X Type MC (XHHW-2),1,Okonite,C-L-X Type MC (XHHW-2),1,1,19.812,0.441984708,1.27,10,4,Industrial Grade,546-31-3164 ,609
OkoniteOkotherm CIC Fire Resistant Cable,1,Okonite,Okotherm CIC Fire Resistant Cable,3,3,23.114,0.608659076,1.27,10,4,Industrial Grade,546-15-3654 ,646
OkoniteFMR - LCS Okolon ,1,Okonite,FMR - LCS Okolon ,1,1,19.812,0.598241928,1.524,10,4,Nuclear Tracability,202-14-6454,825
OkoniteFMR Okolon ,1,Okonite,FMR Okolon ,1,1,16.51,0.479188808,1.524,10,4,Nuclear Qualified 383,202-14-2454,845
OkoniteFMR Okolon ,1,Okonite,FMR Okolon ,1,1,14.732,0.410733264,1.524,10,4,Industrial Grade,    202-10-2454 ,846
OkoniteFMR-LCS Okolon,1,Okonite,FMR-LCS Okolon,1,1,17.78,0.529786384,1.524,10,4,Nuclear Tracability,202-10-6454,876
OkoniteFRM-N Okolon ,1,Okonite,FRM-N Okolon ,1,1,14.732,0.41668592,1.524,10,4,Nuclear Qualified,202-16-2454 ,911
OkoniteFRM-N Okolon 1000/2000V,1,Okonite,FRM-N Okolon 1000/2000V,1,1,18.034,0.494070448,1.524,10,4,Nuclear Qualified,202-18-2454,930
Rockbestus-SupFirewall XLR,1,Rockbestus-Sup,Firewall XLR,1,1,12.192,0.31251444,0.889,10,4,Class 1E Nuclear,C17-0040,78
Rockbestus-SupX-Link TC,1,Rockbestus-Sup,X-Link TC,1,1,11.684,0.28275116,0.889,10,4,Industrial Grade,C10-0040,92
Rockbestus-SupFirewall SR,1,Rockbestus-Sup,Firewall SR,3,3,16.51,0.38692264,1.016,10,4,Class 1E Nuclear,C64-2040,117
Rockbestus-SupFirewall III,1,Rockbestus-Sup,Firewall III,1,1,14.224,0.38692264,1.143,10,4,Class 1E Nuclear,C51-0040,292
Generic (TP TP 10 5),1,GENERIC,GENERIC,2,2,14.478,0.398827952,1.524,10,5,,,
Generic (TS TS 10 5),1,GENERIC,GENERIC,1,1,17.272,0.52829822,1.524,10,5,,,
American Insulated WireTYPE TC-ER Control/Instrument,1,American Insulated Wire,TYPE TC-ER Control/Instrument,2,2,14.3764,0.400316116,1.524,10,5,Industrial Grade,68144,1119
Cable USAETFE TYPE TC,1,Cable USA,ETFE TYPE TC,2,2,11.938,0.337813228,0.762,10,5,Industrial Grade,181005C6,48
Cable USAFEP Insulated Instrument/Control Cable,1,Cable USA,FEP Insulated Instrument/Control Cable,2,2,10.3632,0.31251444,1.143,10,5,Industrial Grade,,265
Cable USAFEP(Teflon) TYPE TC,1,Cable USA,FEP(Teflon) TYPE TC,2,2,12.5984,0.36460018,1.143,10,5,Industrial Grade,181005C6,280
Dekoron1735,1,Dekoron,1735,2,2,16.3068,0.024257073,1.524,10,5,Industrial Grade,,657
Dekoron1C99,1,Dekoron,1C99,2,2,15.4686,0.421150412,1.524,10,5,Industrial Grade,,668
Draka20-10 Control Cable,1,Draka,20-10 Control Cable,2,2,15.875,0.407756936,1.524,10,5,Industrial Grade,74050,690
Draka20-10 Control Cable Shielded,1,Draka,20-10 Control Cable Shielded,2,2,17.653,0.495558612,1.524,10,5,Industrial Grade,74051,699
DrakaPower & Control Type TC THHN or THWN,1,Draka,Power & Control Type TC THHN or THWN,2,2,15.113,0.406268772,1.524,10,5,Industrial Grade,8053,1066
General Cable20/10,1,General Cable,20/10,2,2,15.24,0.425614904,1.524,10,5,Industrial Grade,257790,677
General CableVNTC ,1,General Cable,VNTC ,2,2,14.478,0.398827952,1.524,10,5,Industrial Grade,236330,1148
OkoniteOkozel,1,Okonite,Okozel,2,2,11.938,0.36460018,0.381,10,5,Class 1E Nuclear,203-76-3555,20
OkoniteP-30,1,Okonite,P-30,2,2,15.748,0.415197756,1.524,10,5,Industrial Grade,203-84-2455,998
American Insulated WireXL-40™ Control,1,American Insulated Wire,XL-40™ Control,1,1,15.621,0.459842676,1.524,10,5,Industrial Grade,19897,1170
American Insulated WireXLPE-CPE TYPE TC Power/Control,1,American Insulated Wire,XLPE-CPE TYPE TC Power/Control,1,1,15.367,0.377993656,1.524,10,5,Industrial Grade,40967,1183
Dekoron2X35,1,Dekoron,2X35,1,1,16.3068,0.443472872,1.524,10,5,Industrial Grade,2X35-B1260,708
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,16.002,0.458354512,1.524,10,5,Industrial Grade,228050,978
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,16.002,0.458354512,1.524,10,5,Industrial Grade,208050,983
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,17.653,0.50597576,1.524,10,5,Industrial Grade,258050,984
DrakaPower & Control Type TC XHHW-2,1,Draka,Power & Control Type TC XHHW-2,1,1,16.002,0.458354512,1.524,10,5,Industrial Grade,108053,1095
DrakaPower & Control Type TC XHHW-2,1,Draka,Power & Control Type TC XHHW-2,1,1,17.653,0.50597576,1.524,10,5,Industrial Grade,158053,1096
General CableCHTC ,1,General Cable,CHTC ,1,1,15.621,0.433055724,1.524,10,5,Industrial Grade,224120,750
General CableCVTC ,1,General Cable,CVTC ,1,1,15.621,0.427103068,1.524,10,5,Industrial Grade,770380,769
General CableEHTC ,1,General Cable,EHTC ,1,1,15.621,0.43900838,1.524,10,5,Industrial Grade,343820,782
General CableFREP,1,General Cable,FREP,1,1,15.748,0.427103068,1.524,10,5,Industrial Grade,367240,898
General CableFREP,1,General Cable,FREP,1,1,15.621,0.422638576,1.524,10,5,Industrial Grade,279620,899
General CableUltrol 275,1,General Cable,Ultrol 275,1,1,15.113,0.459842676,1.524,10,5,Class 1E Nuclear,378680,1129
OkoniteC-L-X Type MC (XHHW-2),1,Okonite,C-L-X Type MC (XHHW-2),1,1,20.828,0.517881072,1.27,10,5,Industrial Grade,546-31-3165,610
OkoniteOkotherm CIC Fire Resistant Cable,1,Okonite,Okotherm CIC Fire Resistant Cable,3,3,24.13,0.702413408,1.27,10,5,Industrial Grade,546-15-3655,647
OkoniteFMR - LCS Okolon ,1,Okonite,FMR - LCS Okolon ,1,1,21.336,0.69943708,1.524,10,5,Nuclear Tracability,202-14-6455,826
OkoniteFMR Okolon ,1,Okonite,FMR Okolon ,1,1,18.034,0.577407632,1.524,10,5,Nuclear Qualified 383,202-14-2455,847
OkoniteFMR Okolon ,1,Okonite,FMR Okolon ,1,1,16.002,0.497046776,1.524,10,5,Industrial Grade,202-10-2455,848
OkoniteFMR-LCS Okolon,1,Okonite,FMR-LCS Okolon,1,1,19.05,0.619076224,1.524,10,5,Nuclear Tracability,202-10-6455,877
OkoniteFRM-N Okolon ,1,Okonite,FRM-N Okolon ,1,1,17.272,0.52829822,1.524,10,5,Nuclear Qualified,202-16-2455,912
OkoniteFRM-N Okolon 1000/2000V,1,Okonite,FRM-N Okolon 1000/2000V,1,1,19.304,0.60270642,1.524,10,5,Nuclear Qualified,202-18-2455,931
Rockbestus-SupX-Link TC,1,Rockbestus-Sup,X-Link TC,1,1,12.7,0.34971854,0.889,10,5,Industrial Grade,C10-0050,93
Rockbestus-SupFirewall SR,1,Rockbestus-Sup,Firewall SR,3,3,17.78,0.55062068,1.016,10,5,Class 1E Nuclear,C64-2050,118
Rockbestus-SupFirewall XLR,1,Rockbestus-Sup,Firewall XLR,1,1,13.97,0.40180428,1.143,10,5,Class 1E Nuclear,C17-0050,298
Rockbestus-SupFirewall III,1,Rockbestus-Sup,Firewall III,1,1,15.748,0.49109412,1.524,10,5,Class 1E Nuclear,C51-0050,808
Generic (TP TP 10 6),1,GENERIC,GENERIC,2,2,16.51,0.47621248,1.524,10,6,Industrial Grade,8063,1067
Generic (TS TS 10 6),1,GENERIC,GENERIC,1,1,23.876,0.785750592,3.175,10,6,Industrial Grade,A13387,1536
DrakaALL-TEMP INDUSTRITE Type SOW Control,1,Draka,ALL-TEMP INDUSTRITE Type SOW Control,1,1,23.876,0.785750592,3.175,10,6,Industrial Grade,A13387,1536
OkoniteC-L-X Type MC-HL (XHHW-2),1,Okonite,C-L-X Type MC-HL (XHHW-2),1,1,21.844,0.671161964,1.27,10,6,Industrial Grade,546-31-3506,626
Generic (TP TP 10 7),1,GENERIC,GENERIC,2,2,15.6464,0.523833728,1.524,10,7,,,
Generic (TS TS 10 7),1,GENERIC,GENERIC,1,1,18.542,0.665209308,1.524,10,7,,,
American Insulated WireType Tc - Composite (Power and Control),1,American Insulated Wire,Type Tc - Composite (Power and Control),2,2,13.081,0.39436346,1.143,10,7,Industrial Grade,22132,477
American Insulated WireTYPE TC-ER Control/Instrument,1,American Insulated Wire,TYPE TC-ER Control/Instrument,2,2,15.6464,0.523833728,1.524,10,7,Industrial Grade,68145,1120
Dekoron1735,1,Dekoron,1735,2,2,17.6784,0.488713,1.524,10,7,Industrial Grade,,658
Dekoron1C99,1,Dekoron,1C99,2,2,16.764,0.549132516,1.524,10,7,Industrial Grade,,669
Draka20-10 Control Cable,1,Draka,20-10 Control Cable,2,2,17.272,0.541691696,1.524,10,7,Industrial Grade,74070,691
DrakaPower & Control Type TC THHN or THWN,1,Draka,Power & Control Type TC THHN or THWN,2,2,16.51,0.538715368,1.524,10,7,Industrial Grade,8073,1068
General Cable20/10,1,General Cable,20/10,2,2,16.764,0.54317986,1.524,10,7,Industrial Grade,257800,678
General CableVNTC ,1,General Cable,VNTC ,2,2,15.748,0.5208574,1.524,10,7,Industrial Grade,236340,1149
OkoniteOkozel,1,Okonite,Okozel,2,2,13.462,0.471747988,0.508,10,7,Class 1E Nuclear,203-76-3557,29
OkoniteP-30,1,Okonite,P-30,2,2,17.272,0.540203532,1.524,10,7,Industrial Grade,203-84-2457,999
American Insulated WireTYPE TC Control/Instrument,1,American Insulated Wire,TYPE TC Control/Instrument,1,1,16.637,0.510440252,1.524,10,7,Industrial Grade,40941,1110
American Insulated WireXL-40™ Control,1,American Insulated Wire,XL-40™ Control,1,1,17.018,0.538715368,1.524,10,7,Industrial Grade,19898,1171
American Insulated WireXLPE-CPE TYPE TC Power/Control,1,American Insulated Wire,XLPE-CPE TYPE TC Power/Control,1,1,16.637,0.500023104,1.524,10,7,Industrial Grade,40968,1184
Dekoron2X35,1,Dekoron,2X35,1,1,17.6784,0.577407632,1.524,10,7,Industrial Grade,2X35-B1260,709
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,17.526,0.592289272,1.524,10,7,Industrial Grade,228070,979
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,17.526,0.590801108,1.524,10,7,Industrial Grade,208070,985
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,19.05,0.657768488,1.524,10,7,Industrial Grade,258070,986
DrakaPower & Control Type TC XHHW-2,1,Draka,Power & Control Type TC XHHW-2,1,1,17.526,0.590801108,1.524,10,7,Industrial Grade,108073,1097
DrakaPower & Control Type TC XHHW-2,1,Draka,Power & Control Type TC XHHW-2,1,1,19.05,0.657768488,1.524,10,7,Industrial Grade,158073,1098
General CableCHTC ,1,General Cable,CHTC ,1,1,17.018,0.559549664,1.524,10,7,Industrial Grade,224130,751
General CableCVTC ,1,General Cable,CVTC ,1,1,17.018,0.552108844,1.524,10,7,Industrial Grade,770900,770
General CableEHTC ,1,General Cable,EHTC ,1,1,17.018,0.568478648,1.524,10,7,Industrial Grade,343830,783
General CableFREP,1,General Cable,FREP,1,1,17.145,0.571454976,1.524,10,7,Industrial Grade,367250,900
General CableFREP,1,General Cable,FREP,1,1,17.018,0.566990484,1.524,10,7,Industrial Grade,279630,901
General CableUltrol 275,1,General Cable,Ultrol 275,1,1,16.4592,0.556573336,1.524,10,7,Class 1E Nuclear,378690,1130
OkoniteC-L-X Type MC (XHHW-2),1,Okonite,C-L-X Type MC (XHHW-2),1,1,21.844,0.648839504,1.27,10,7,Industrial Grade,546-31-3167,611
OkoniteOkotherm CIC Fire Resistant Cable,1,Okonite,Okotherm CIC Fire Resistant Cable,3,3,26.416,0.87801676,1.27,10,7,Industrial Grade,546-15-3657,648
OkoniteFMR Okolon ,1,Okonite,FMR Okolon ,1,1,19.558,0.711342392,1.524,10,7,Nuclear Qualified 383,202-14-2457,849
OkoniteFMR Okolon ,1,Okonite,FMR Okolon ,1,1,17.272,0.61758806,1.524,10,7,Industrial Grade,202-10-2457,850
OkoniteFMR-LCS Okolon,1,Okonite,FMR-LCS Okolon,1,1,20.574,0.770868952,1.524,10,7,Nuclear Tracability,202-10-6457,878
OkoniteFRM-N Okolon ,1,Okonite,FRM-N Okolon ,1,1,18.542,0.665209308,1.524,10,7,Nuclear Qualified,202-16-2457,913
OkoniteFRM-N Okolon 1000/2000V,1,Okonite,FRM-N Okolon 1000/2000V,1,1,21.082,0.754499148,1.524,10,7,Nuclear Qualified,202-18-2457,932
OkoniteFMR - LCS Okolon ,1,Okonite,FMR - LCS Okolon ,1,1,23.876,0.931590664,2.032,10,7,Nuclear Tracability,202-14-6457,1280
Rockbestus-SupFirewall SR,1,Rockbestus-Sup,Firewall SR,3,3,20.066,0.5952656,1.016,10,7,Class 1E Nuclear,C64-2070,119
Rockbestus-SupFirewall XLR,1,Rockbestus-Sup,Firewall XLR,1,1,15.24,0.50597576,1.143,10,7,Class 1E Nuclear,C17-0070,299
Rockbestus-SupX-Link TC,1,Rockbestus-Sup,X-Link TC,1,1,14.478,0.47621248,1.143,10,7,Industrial Grade,C10-0070,577
Rockbestus-SupFirewall III,1,Rockbestus-Sup,Firewall III,1,1,16.764,0.56550232,1.524,10,7,Class 1E Nuclear,C51-0070,809
Generic (TP TP 10 8),1,GENERIC,GENERIC,2,2,18.034,0.614611732,1.524,10,8,,,
Generic (TS TS 10 8),1,GENERIC,GENERIC,1,1,27.432,1.110170344,2.794,10,8,,,
DrakaPower & Control Type TC THHN or THWN,1,Draka,Power & Control Type TC THHN or THWN,2,2,18.034,0.614611732,1.524,10,8,Industrial Grade,8083,1069
OkoniteP-30,1,Okonite,P-30,2,2,18.542,0.611635404,1.524,10,8,Industrial Grade,203-84-2458,1000
DrakaBOSTFLEX™ pendant & reel control,1,Draka,BOSTFLEX™ pendant & reel control,1,1,27.432,1.110170344,2.794,10,8,Industrial Grade,N7456,1530
DrakaALL-TEMP INDUSTRITE Type SOW Control,1,Draka,ALL-TEMP INDUSTRITE Type SOW Control,1,1,28.194,1.10868218,3.556,10,8,Industrial Grade,A13388,1552
OkoniteC-L-X Type MC-HL (XHHW-2),1,Okonite,C-L-X Type MC-HL (XHHW-2),1,1,25.4,0.845277152,1.27,10,8,Industrial Grade,546-31-3508,627
Generic (TP TP 10 9),1,GENERIC,GENERIC,2,2,19.304,0.686043604,1.524,10,9,,,
Generic (TS TS 10 9),1,GENERIC,GENERIC,1,1,21.336,0.852717972,1.524,10,9,,,
American Insulated WireTYPE TC-ER Control/Instrument,1,American Insulated Wire,TYPE TC-ER Control/Instrument,2,2,18.1864,0.66223298,1.524,10,9,Industrial Grade,68146,1121
Dekoron1735,1,Dekoron,1735,2,2,20.4724,0.599977362,1.524,10,9,Industrial Grade,,659
Dekoron1C99,1,Dekoron,1C99,2,2,19.3548,0.689019932,1.524,10,9,Industrial Grade,,670
Draka20-10 Control Cable,1,Draka,20-10 Control Cable,2,2,20.447,0.687531768,1.524,10,9,Industrial Grade,74090,692
DrakaPower & Control Type TC THHN or THWN,1,Draka,Power & Control Type TC THHN or THWN,2,2,19.304,0.686043604,1.524,10,9,Industrial Grade,8093,1070
General Cable20/10,1,General Cable,20/10,2,2,19.304,0.693484424,1.524,10,9,Industrial Grade,261690,679
General CableVNTC ,1,General Cable,VNTC ,2,2,18.415,0.65479216,1.524,10,9,Industrial Grade,243620,1150
OkoniteOkozel,1,Okonite,Okozel,2,2,15.748,0.60270642,0.508,10,9,Class 1E Nuclear,203-76-3559,30
OkoniteP-30,1,Okonite,P-30,2,2,20.066,0.693484424,1.524,10,9,Industrial Grade,203-84-2459,1001
American Insulated WireXL-40™ Control,1,American Insulated Wire,XL-40™ Control,1,1,19.812,0.742593836,1.524,10,9,Industrial Grade,29709,1172
American Insulated WireXLPE-CPE TYPE TC Power/Control,1,American Insulated Wire,XLPE-CPE TYPE TC Power/Control,1,1,19.431,0.642886848,1.524,10,9,Industrial Grade,40969,1185
Dekoron2X35,1,Dekoron,2X35,1,1,20.4724,0.723247704,1.524,10,9,Industrial Grade,2X35-B0960,710
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,20.447,0.738129344,1.524,10,9,Industrial Grade,228090,980
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,20.447,0.738129344,1.524,10,9,Industrial Grade,208090,987
DrakaPower & Control Type TC XHHW-2,1,Draka,Power & Control Type TC XHHW-2,1,1,20.447,0.738129344,1.524,10,9,Industrial Grade,108093,1099
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,23.114,0.87801676,2.032,10,9,Industrial Grade,258090,1370
DrakaPower & Control Type TC XHHW-2,1,Draka,Power & Control Type TC XHHW-2,1,1,23.114,0.87801676,2.032,10,9,Industrial Grade,158093,1429
General CableCHTC ,1,General Cable,CHTC ,1,1,19.431,0.678602784,1.524,10,9,Industrial Grade,347060,752
General CableCVTC ,1,General Cable,CVTC ,1,1,19.939,0.712830556,1.524,10,9,Industrial Grade,770390,771
General CableEHTC ,1,General Cable,EHTC ,1,1,19.431,0.732176688,1.524,10,9,Industrial Grade,343840,784
General CableFREP,1,General Cable,FREP,1,1,19.431,0.694972588,1.524,10,9,Industrial Grade,367260,902
General CableFREP,1,General Cable,FREP,1,1,19.304,0.690508096,1.524,10,9,Industrial Grade,279640,903
General CableUltrol 275,1,General Cable,Ultrol 275,1,1,19.1516,0.778309772,1.524,10,9,Class 1E Nuclear,378700,1131
OkoniteC-L-X Type MC (XHHW-2),1,Okonite,C-L-X Type MC (XHHW-2),1,1,25.4,0.809561216,1.27,10,9,Industrial Grade,546-31-3169,606
OkoniteOkotherm CIC Fire Resistant Cable,1,Okonite,Okotherm CIC Fire Resistant Cable,3,3,29.718,1.046179292,1.27,10,9,Industrial Grade,546-15-3659,649
OkoniteFMR Okolon ,1,Okonite,FMR Okolon ,1,1,20.066,0.873552268,1.524,10,9,Industrial Grade,202-10-2459,851
OkoniteFRM-N Okolon ,1,Okonite,FRM-N Okolon ,1,1,21.336,0.852717972,1.524,10,9,Nuclear Qualified,202-16-2459,914
OkoniteFMR - LCS Okolon ,1,Okonite,FMR - LCS Okolon ,1,1,27.178,1.156303428,2.032,10,9,Nuclear Tracability,202-14-6459,1281
OkoniteFMR Okolon ,1,Okonite,FMR Okolon ,1,1,23.876,0.953913124,2.032,10,9,Nuclear Qualified 383,202-14-2459,1295
OkoniteFMR-LCS Okolon,1,Okonite,FMR-LCS Okolon,1,1,24.384,1.017904176,2.032,10,9,Nuclear Tracability,202-10-6459,1306
OkoniteFRM-N Okolon 1000/2000V,1,Okonite,FRM-N Okolon 1000/2000V,1,1,25.4,1.0789189,2.032,10,9,Nuclear Qualified,202-18-2459,1340
Rockbestus-SupFirewall SR,1,Rockbestus-Sup,Firewall SR,3,3,23.114,0.84825348,1.016,10,9,Class 1E Nuclear,C64-2090,120
Rockbestus-SupFirewall XLR,1,Rockbestus-Sup,Firewall XLR,1,1,18.034,0.65479216,1.143,10,9,Class 1E Nuclear,C17-0090,300
Rockbestus-SupX-Link TC,1,Rockbestus-Sup,X-Link TC,1,1,17.018,0.63991052,1.143,10,9,Industrial Grade,C10-0090,578
Rockbestus-SupFirewall III,1,Rockbestus-Sup,Firewall III,1,1,19.812,0.75152282,1.524,10,9,Class 1E Nuclear,C51-0090,810
Generic (TP TP 10 10),1,GENERIC,GENERIC,2,2,20.828,0.763428132,1.524,10,10,Industrial Grade,8103,1071
Generic (TS TS 10 10),1,GENERIC,GENERIC,1,1,20.701,0.802120396,1.524,10,10,Industrial Grade,31290,1173
Generic (TP TP 10 11),1,GENERIC,GENERIC,2,2,21.59,0.831883676,1.524,10,11,Industrial Grade,8113,1072
Generic (TS TS 10 11),1,GENERIC,GENERIC,1,1,27.432,1.047667456,1.27,10,11,Industrial Grade,546-31-3511,624
Generic (TP TP 10 12),1,GENERIC,GENERIC,2,2,21.717,0.883969416,1.524,10,12,,,
Generic (TS TS 10 12),1,GENERIC,GENERIC,1,1,24.892,1.09380054,2.032,10,12,,,
American Insulated WireTYPE TC-ER Control/Instrument,1,American Insulated Wire,TYPE TC-ER Control/Instrument,2,2,20.6248,0.861646956,1.524,10,12,Industrial Grade,68147,1122
Dekoron1C99,1,Dekoron,1C99,2,2,21.717,0.883969416,1.524,10,12,Industrial Grade,,671
Dekoron1735,1,Dekoron,1735,2,2,24.003,0.035715936,2.032,10,12,Industrial Grade,,1201
DrakaPower & Control Type TC THHN or THWN,1,Draka,Power & Control Type TC THHN or THWN,2,2,21.59,0.852717972,1.524,10,12,Industrial Grade,8123,1073
Draka20-10 Control Cable,1,Draka,20-10 Control Cable,2,2,23.749,0.949448632,2.032,10,12,Industrial Grade,74120,1213
General Cable20/10,1,General Cable,20/10,2,2,22.86,0.931590664,1.524,10,12,Industrial Grade,257810,680
General CableVNTC ,1,General Cable,VNTC ,2,2,20.701,0.869087776,1.524,10,12,Industrial Grade,236350,1151
OkoniteOkozel,1,Okonite,Okozel,2,2,18.034,0.8184902,0.508,10,12,Class 1E Nuclear,203-76-3562,31
OkoniteP-30,1,Okonite,P-30,2,2,23.622,0.940519648,2.032,10,12,Industrial Grade,203-84-2462,1375
American Insulated WireXL-40™ Control,1,American Insulated Wire,XL-40™ Control,1,1,22.86,1.001534372,2.032,10,12,Industrial Grade,27443,1487
American Insulated WireXLPE-CPE TYPE TC Power/Control,1,American Insulated Wire,XLPE-CPE TYPE TC Power/Control,1,1,22.352,0.864623284,2.032,10,12,Industrial Grade,40970,1500
Dekoron2X35,1,Dekoron,2X35,1,1,24.003,0.98218824,2.032,10,12,Industrial Grade,2X35-B1260,1225
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,23.749,0.983676404,2.032,10,12,Industrial Grade,228120,1369
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,23.749,0.983676404,2.032,10,12,Industrial Grade,208120,1371
DrakaGeneral Purpose Control XLPE,1,Draka,General Purpose Control XLPE,1,1,25.654,1.113146672,2.032,10,12,Industrial Grade,258120,1372
DrakaPower & Control Type TC XHHW-2,1,Draka,Power & Control Type TC XHHW-2,1,1,23.749,0.983676404,2.032,10,12,Industrial Grade,108123,1430
DrakaPower & Control Type TC XHHW-2,1,Draka,Power & Control Type TC XHHW-2,1,1,25.654,1.113146672,2.032,10,12,Industrial Grade,158123,1431
DrakaBOSTFLEX™ pendant & reel control,1,Draka,BOSTFLEX™ pendant & reel control,1,1,30.48,1.35422924,2.794,10,12,Industrial Grade,22752,1531
General CableCHTC ,1,General Cable,CHTC ,1,1,22.987,0.946472304,2.032,10,12,Industrial Grade,347070,1244
General CableCVTC ,1,General Cable,CVTC ,1,1,22.733,0.958377616,2.032,10,12,Industrial Grade,770400,1253
General CableEHTC ,1,General Cable,EHTC ,1,1,22.987,0.985164568,2.032,10,12,Industrial Grade,343860,1261
General CableFREP,1,General Cable,FREP,1,1,23.114,0.973259256,2.032,10,12,Industrial Grade,367270,1324
General CableFREP,1,General Cable,FREP,1,1,22.987,0.968794764,2.032,10,12,Industrial Grade,279650,1325
General CableUltrol 275,1,General Cable,Ultrol 275,1,1,22.606,0.979211912,2.032,10,12,Class 1E Nuclear,378710,1451
OkoniteC-L-X Type MC (XHHW-2),1,Okonite,C-L-X Type MC (XHHW-2),1,1,27.432,1.017904176,1.27,10,12,Industrial Grade,546-31-3172 ,605
OkoniteOkotherm CIC Fire Resistant Cable,1,Okonite,Okotherm CIC Fire Resistant Cable,3,3,34.29,1.381016192,1.27,10,12,Industrial Grade,546-15-3662,650
OkoniteFMR - LCS Okolon ,1,Okonite,FMR - LCS Okolon ,1,1,30.226,1.433101932,2.032,10,12,Nuclear Tracability,202-14-6462,1282
